Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
OG0043282							TraesCS7B03G0095400.1		
OG0043283					Os08g0458300				
OG0043284		AVESA.00018a.r1.1DG00660790.1							
OG0043285			Bradi3g39891.1.p						
OG0043286					Os02g0211750				
OG0043287			Bradi3g12242.1.p						
OG0043288			Bradi4g09832.1.p						
OG0043289								TRITD3Av1G114350.3	
OG0043290			Bradi4g17951.1.p						
OG0043291			Bradi1g63985.1.p						
OG0043292					Os02g0161251				
OG0043293					Os02g0507100				
OG0043294	AT4G00340.1								
OG0043295								TRITD7Bv1G152710.1	
OG0043296								TRITD3Bv1G091970.1	
OG0043297			Bradi5g13199.1.p						
OG0043298	AT3G12850.1								
OG0043299						SORBI_3K044407			
OG0043300					Os11g0641666				
OG0043301		AVESA.00018a.r1.4DG03546780.1							
OG0043302							TraesCS6D03G0130300.1		
OG0043303							TraesCS3D03G0091300.3		
OG0043304			Bradi3g44993.1.p						
OG0043305	AT3G13370.1								
OG0043306									Zm00001eb039730_P001
OG0043307						SORBI_3009G120301			
OG0043308		AVESA.00018a.r1.7DG06272330.1							
OG0043309					Os07g0484401				
OG0043310					Os11g0530000				
OG0043311					Os02g0240633				
OG0043312						SORBI_3003G043650			
OG0043313							TraesCS7A03G0034900.1		
OG0043314		AVESA.00018a.r1.6CG04947290.1							
OG0043315							TraesCS7A03G0274000.1		
OG0043316						SORBI_3007G133733			
OG0043317									Zm00001eb003280_P001
OG0043318			Bradi1g37456.1.p						
OG0043319					Os02g0594750				
OG0043320		AVESA.00018a.r1.6CG04975400.1							
OG0043321					Os08g0119300				
OG0043322					Os02g0739650				
OG0043323					Os05g0532050				
OG0043324									Zm00001eb288340_P003
OG0043325									Zm00001eb088330_P001
OG0043326					Os08g0550500				
OG0043327					Os04g0449700				
OG0043328						SORBI_3009G245101			
OG0043329	AT5G59000.1								
OG0043330						SORBI_3002G144025			
OG0043331			Bradi2g08652.1.p						
OG0043332					Os10g0387201				
OG0043333					Os01g0209566				
OG0043334					Os01g0920450				
OG0043335					Os09g0313550				
OG0043336	AT2G42395.1								
OG0043337							TraesCS2B03G1144900.3		
OG0043338	AT1G76465.1								
OG0043339	AT1G24545.1								
OG0043340							TraesCS5A03G1284400.1		
OG0043341			Bradi4g16275.1.p						
OG0043342						SORBI_3003G384750			
OG0043343						SORBI_3007G057500			
OG0043344									Zm00001eb109450_P001
OG0043345						SORBI_3010G183032			
OG0043346			Bradi1g50446.1.p						
OG0043347	AT5G17847.1								
OG0043348					Os07g0205800				
OG0043349					Os04g0225400				
OG0043350					Os10g0131350				
OG0043351	AT2G02550.2								
OG0043352									Zm00001eb211600_P001
OG0043353						SORBI_3001G200100			
OG0043354									Zm00001eb207850_P001
OG0043355							TraesCS2B03G0147600.1		
OG0043356			Bradi1g05885.1.p						
OG0043357		AVESA.00018a.r1.5CG03980240.1							
OG0043358									Zm00001eb214020_P001
OG0043359					Os12g0177550				
OG0043360								TRITD4Av1G177790.1	
OG0043361					Os08g0390600				
OG0043362						SORBI_3007G107850			
OG0043363						SORBI_3003G218450			
OG0043364					Os02g0438650				
OG0043365					Os03g0303300				
OG0043366								TRITD4Bv1G006970.1	
OG0043367								TRITD1Av1G199420.1	
OG0043368							TraesCS4D03G0497400.1		
OG0043369	AT4G02541.1								
OG0043370							TraesCS7B03G0945100.1		
OG0043371	AT5G66970.1								
OG0043372					Os02g0655600				
OG0043373					Os09g0322650				
OG0043374					Os01g0963500				
OG0043375			Bradi3g12843.1.p						
OG0043376		AVESA.00018a.r1.7AG05444020.1							
OG0043377					Os11g0673150				
OG0043378					Os02g0614250				
OG0043379					Os02g0482200				
OG0043380					Os04g0312200				
OG0043381							TraesCS4D03G0352900.1		
OG0043382								TRITD3Av1G006650.1	
OG0043383			Bradi4g12690.1.p						
OG0043384						SORBI_3003G407001			
OG0043385						SORBI_3005G037400			
OG0043386							TraesCS5B03G1017900.2		
OG0043387	AT1G22910.3								
OG0043388					Os07g0515532				
OG0043389	AT1G77525.1								
OG0043390						SORBI_3001G506033			
OG0043391							TraesCS4D03G0065600.2		
OG0043392	AT1G50990.1								
OG0043393							TraesCS2B03G0184800.1		
OG0043394		AVESA.00018a.r1.1CG00359470.1							
OG0043395	AT5G18661.1								
OG0043396									Zm00001eb343710_P001
OG0043397						SORBI_3005G125700			
OG0043398						SORBI_3004G252700			
OG0043399					Os11g0685300				
OG0043400			Bradi1g32437.1.p						
OG0043401						SORBI_3003G048400			
OG0043402			Bradi2g37940.1.p						
OG0043403								TRITD3Bv1G043730.1	
OG0043404							TraesCS2B03G0157200.1		
OG0043405		AVESA.00018a.r1.2DG01562940.1							
OG0043406							TraesCS2D03G0737400.1		
OG0043407		AVESA.00018a.r1.2DG01479650.1							
OG0043408	AT5G66720.1								
OG0043409	AT5G40970.1								
OG0043410			Bradi2g27365.1.p						
OG0043411					Os10g0362900				
OG0043412		AVESA.00018a.r1.4DG03525140.1							
OG0043413	AT1G32330.1								
OG0043414									Zm00001eb330070_P001
OG0043415									Zm00001eb030200_P001
OG0043416									Zm00001eb148390_P001
OG0043417						SORBI_3009G198350			
OG0043418					Os11g0153450				
OG0043419								TRITD3Bv1G255670.1	
OG0043420									Zm00001eb265930_P001
OG0043421		AVESA.00018a.r1.3AG01908330.1							
OG0043422									Zm00001eb442550_P001
OG0043423					Os01g0163701				
OG0043424							TraesCS4D03G0246400.1		
OG0043425						SORBI_3001G475950			
OG0043426					Os01g0523250				
OG0043427						SORBI_3001G140950			
OG0043428	AT1G69470.1								
OG0043429					Os07g0649200				
OG0043430				HORVU.MOREX.r3.7HG0651590.1					
OG0043431			Bradi4g04105.1.p						
OG0043432						SORBI_3001G324250			
OG0043433									Zm00001eb368120_P001
OG0043434					Os03g0750400				
OG0043435									Zm00001eb142400_P001
OG0043436									Zm00001eb192880_P001
OG0043437									Zm00001eb148080_P001
OG0043438					Os02g0211325				
OG0043439					Os07g0684400				
OG0043440			Bradi2g26813.1.p						
OG0043441	AT3G04184.1								
OG0043442									Zm00001eb208600_P001
OG0043443							TraesCS7A03G0461200.1		
OG0043444	AT5G49440.1								
OG0043445					Os03g0649362				
OG0043446	AT2G48121.2								
OG0043447									Zm00001eb423190_P001
OG0043448									Zm00001eb221640_P001
OG0043449							TraesCS4D03G0057900.1		
OG0043450	AT5G42785.1								
OG0043451					Os09g0571632				
OG0043452							TraesCS4B03G0188200.1		
OG0043453		AVESA.00018a.r1.5DG04584880.1							
OG0043454					Os09g0330101				
OG0043455							TraesCS2A03G1342100.1		
OG0043456		AVESA.00018a.r1.3CG02355580.1							
OG0043457						SORBI_3001G259250			
OG0043458			Bradi3g18490.1.p						
OG0043459							TraesCSU03G0237200.1		
OG0043460	AT5G64910.2								
OG0043461							TraesCS2B03G0694000.1		
OG0043462					Os10g0491500				
OG0043463						SORBI_3010G108401			
OG0043464					Os04g0486350				
OG0043465			Bradi3g36883.1.p						
OG0043466						SORBI_3001G273650			
OG0043467									Zm00001eb392260_P001
OG0043468									Zm00001eb328300_P001
OG0043469									Zm00001eb041670_P001
OG0043470									Zm00001eb413590_P001
OG0043471						SORBI_3007G075351			
OG0043472			Bradi3g36675.1.p						
OG0043473						SORBI_3001G521700			
OG0043474					Os02g0691800				
OG0043475						SORBI_3001G255500			
OG0043476							TraesCS1D03G0856100.1		
OG0043477			Bradi1g39238.1.p						
OG0043478			Bradi3g35041.1.p						
OG0043479			Bradi3g21333.1.p						
OG0043480							TraesCSU03G0078600.1		
OG0043481									Zm00001eb106800_P001
OG0043482		AVESA.00018a.r1.4CG03324970.1							
OG0043483					Os01g0307562				
OG0043484							TraesCS7D03G0431500.1		
OG0043485						SORBI_3003G389150			
OG0043486					Os08g0463000				
OG0043487							TraesCS2B03G1121600.1		
OG0043488						SORBI_3001G476800			
OG0043489			Bradi4g12657.1.p						
OG0043490	AT5G37240.1								
OG0043491		AVESA.00018a.r1.3DG02399110.1							
OG0043492									Zm00001eb393330_P001
OG0043493						SORBI_3007G111400			
OG0043494		AVESA.00018a.r1.2DG01547950.1							
OG0043495							TraesCS2D03G0943200.2		
OG0043496			Bradi3g54409.1.p						
OG0043497		AVESA.00018a.r1.6AG04869080.1							
OG0043498		AVESA.00018a.r1.3AG02056920.1							
OG0043499			Bradi2g12321.1.p						
OG0043500		AVESA.00018a.r1.5AG03935930.1							
OG0043501	AT1G07885.1								
OG0043502						SORBI_3004G035700			
OG0043503								TRITD4Av1G005750.1	
OG0043504					Os07g0105200				
OG0043505					Os01g0629100				
OG0043506							TraesCS5B03G0050100.1		
OG0043507								TRITD1Av1G170230.2	
OG0043508					Os11g0211200				
OG0043509								TRITD2Bv1G215260.1	
OG0043510									Zm00001eb028070_P001
OG0043511						SORBI_3001G446850			
OG0043512							TraesCS1B03G0755300.1		
OG0043513			Bradi2g27166.1.p						
OG0043514		AVESA.00018a.r1.7AG05517240.1							
OG0043515						SORBI_3006G041266			
OG0043516					Os12g0171500				
OG0043517									Zm00001eb332230_P001
OG0043518							TraesCS7D03G0366500.1		
OG0043519									Zm00001eb430860_P001
OG0043520					Os01g0719200				
OG0043521	AT3G29560.1								
OG0043522	AT1G02340.1								
OG0043523	AT3G42130.1								
OG0043524						SORBI_3005G086801			
OG0043525		AVESA.00018a.r1.4CG03032370.1							
OG0043526			Bradi4g30892.1.p						
OG0043527								TRITD3Bv1G022730.1	
OG0043528							TraesCS5B03G1248900.1		
OG0043529			Bradi3g22115.1.p						
OG0043530	AT4G12360.1								
OG0043531							TraesCS7B03G0743300.1		
OG0043532					Os09g0441050				
OG0043533							TraesCS1A03G0591700.1		
OG0043534								TRITD3Av1G046170.3	
OG0043535					Os10g0264950				
OG0043536								TRITD1Av1G144770.3	
OG0043537							TraesCS1D03G0044700.1		
OG0043538		AVESA.00018a.r1.7CG05729510.2							
OG0043539					Os04g0556350				
OG0043540		AVESA.00018a.r1.5CG04206630.1							
OG0043541					Os10g0385451				
OG0043542							TraesCS5D03G0261800.2		
OG0043543					Os03g0292100				
OG0043544						SORBI_3008G175400			
OG0043545							TraesCS4D03G0637700.1		
OG0043546	AT5G50130.1								
OG0043547									Zm00001eb157700_P001
OG0043548						SORBI_3002G018500			
OG0043549	AT3G15578.1								
OG0043550						SORBI_3007G213400			
OG0043551					Os08g0485000				
OG0043552		AVESA.00018a.r1.5DG04349890.1							
OG0043553		AVESA.00018a.r1.6CG04969230.1							
OG0043554									Zm00001eb255550_P001
OG0043555			Bradi4g12854.1.p						
OG0043556			Bradi4g00886.1.p						
OG0043557	AT1G47280.1								
OG0043558					Os01g0692901				
OG0043559					Os09g0545999				
OG0043560									Zm00001eb345760_P001
OG0043561					Os05g0453100				
OG0043562					Os04g0103400				
OG0043563						SORBI_3004G092350			
OG0043564									Zm00001eb160440_P001
OG0043565							TraesCS6D03G0075900.1		
OG0043566					Os06g0616900				
OG0043567			Bradi4g28874.1.p						
OG0043568							TraesCS6B03G1061800.1		
OG0043569			Bradi1g01835.1.p						
OG0043570			Bradi5g03770.1.p						
OG0043571						SORBI_3008G122100			
OG0043572					Os01g0891350				
OG0043573			Bradi3g50695.1.p						
OG0043574					Os08g0125166				
OG0043575			Bradi5g13971.1.p						
OG0043576		AVESA.00018a.r1.5DG04547780.1							
OG0043577			Bradi4g30075.3.p						
OG0043578				HORVU.MOREX.r3.5HG0509730.1					
OG0043579	AT5G03420.1								
OG0043580							TraesCS6A03G0756400.1		
OG0043581			Bradi3g06584.1.p						
OG0043582					Os05g0405550				
OG0043583			Bradi5g00965.1.p						
OG0043584			Bradi3g11823.1.p						
OG0043585	AT1G64561.1								
OG0043586									Zm00001eb180370_P001
OG0043587							TraesCS2D03G1098000.1		
OG0043588						SORBI_3002G076200			
OG0043589		AVESA.00018a.r1.7CG05740470.1							
OG0043590							TraesCS7B03G1246300.1		
OG0043591					Os08g0132400				
OG0043592									Zm00001eb267810_P001
OG0043593					Os12g0549400				
OG0043594							TraesCS3D03G1163800.2		
OG0043595						SORBI_3008G105900			
OG0043596		AVESA.00018a.r1.6CG04963580.1							
OG0043597							TraesCS7A03G1159300.1		
OG0043598			Bradi1g33925.1.p						
OG0043599							TraesCS3A03G0129400.1		
OG0043600	AT5G40900.1								
OG0043601			Bradi4g10443.1.p						
OG0043602				HORVU.MOREX.r3.3HG0241140.1					
OG0043603									Zm00001eb347010_P001
OG0043604							TraesCS4D03G0461900.1		
OG0043605	AT2G30380.1								
OG0043606							TraesCS1A03G0037200.1		
OG0043607								TRITD5Bv1G065310.1	
OG0043608					Os03g0428650				
OG0043609	AT2G23470.1								
OG0043610	AT1G68875.1								
OG0043611	AT1G03395.1								
OG0043612							TraesCS4B03G0439100.1		
OG0043613							TraesCS4A03G0054900.1		
OG0043614			Bradi1g33420.1.p						
OG0043615								TRITD2Av1G159060.1	
OG0043616						SORBI_3005G214300			
OG0043617			Bradi2g10564.1.p						
OG0043618		AVESA.00018a.r1.3AG02020400.1							
OG0043619					Os09g0255366				
OG0043620			Bradi5g19522.1.p						
OG0043621		AVESA.00018a.r1.4AG02831810.1							
OG0043622					Os05g0381100				
OG0043623								TRITD2Bv1G235350.2	
OG0043624		AVESA.00018a.r1.4CG03058480.1							
OG0043625							TraesCS4B03G0883000.1		
OG0043626					Os01g0553600				
OG0043627					Os04g0364250				
OG0043628			Bradi2g26556.1.p						
OG0043629					Os11g0157800				
OG0043630					Os01g0949050				
OG0043631					Os10g0351000				
OG0043632								TRITD7Bv1G086740.1	
OG0043633						SORBI_3008G127250			
OG0043634							TraesCS2A03G0897300.1		
OG0043635	AT3G44769.1								
OG0043636					Os11g0580900				
OG0043637			Bradi3g51581.1.p						
OG0043638					Os11g0169501				
OG0043639	AT3G30260.1								
OG0043640	AT2G26695.1								
OG0043641					Os05g0492500				
OG0043642		AVESA.00018a.r1.2DG01752410.1							
OG0043643						SORBI_3003G079466			
OG0043644									Zm00001eb095220_P001
OG0043645	AT3G50050.1								
OG0043646					Os07g0282700				
OG0043647									Zm00001eb044520_P001
OG0043648	AT2G07806.2								
OG0043649			Bradi1g43332.1.p						
OG0043650						SORBI_3004G010500			
OG0043651							TraesCS5D03G0434500.1		
OG0043652					Os07g0495250				
OG0043653									Zm00001eb281790_P001
OG0043654					Os04g0110700				
OG0043655									Zm00001eb228420_P002
OG0043656		AVESA.00018a.r1.6CG04983580.1							
OG0043657		AVESA.00018a.r1.2DG01720420.1							
OG0043658			Bradi2g31083.1.p						
OG0043659							TraesCS7D03G0467600.1		
OG0043660						SORBI_3003G093200			
OG0043661	AT2G39160.1								
OG0043662					Os06g0117200				
OG0043663							TraesCS5D03G0056300.1		
OG0043664						SORBI_3001G374301			
OG0043665					Os07g0561650				
OG0043666	AT5G45330.1								
OG0043667									Zm00001eb099010_P001
OG0043668		AVESA.00018a.r1.5CG04158720.1							
OG0043669		AVESA.00018a.r1.2CG01437390.1							
OG0043670					Os08g0545800				
OG0043671		AVESA.00018a.r1.7CG05973730.1							
OG0043672			Bradi2g07278.1.p						
OG0043673			Bradi2g62078.1.p						
OG0043674					Os06g0286801				
OG0043675		AVESA.00018a.r1.7CG05778310.1							
OG0043676						SORBI_3008G163750			
OG0043677					Os03g0166600				
OG0043678						SORBI_3002G170633			
OG0043679							TraesCS3D03G0810000.1		
OG0043680									Zm00001eb350100_P001
OG0043681		AVESA.00018a.r1.7AG05488920.1							
OG0043682									Zm00001eb091560_P001
OG0043683		AVESA.00018a.r1.4DG03564290.1							
OG0043684					Os06g0171450				
OG0043685			Bradi4g39764.2.p						
OG0043686									Zm00001eb168310_P002
OG0043687						SORBI_3001G146301			
OG0043688		AVESA.00018a.r1.3AG02036120.1							
OG0043689							TraesCS2A03G0668100.1		
OG0043690			Bradi1g70271.1.p						
OG0043691				HORVU.MOREX.r3.2HG0104000.1					
OG0043692					Os04g0586400				
OG0043693			Bradi4g36866.1.p						
OG0043694					Os05g0370250				
OG0043695					Os04g0138616				
OG0043696								TRITD5Av1G244810.1	
OG0043697	AT5G27493.1								
OG0043698		AVESA.00018a.r1.5AG03903870.1							
OG0043699		AVESA.00018a.r1.5CG03972960.1							
OG0043700		AVESA.00018a.r1.3CG02091150.2							
OG0043701					Os07g0151851				
OG0043702									Zm00001eb183720_P001
OG0043703			Bradi4g16088.1.p						
OG0043704							TraesCS7A03G1001100.1		
OG0043705							TraesCS3D03G0763500.1		
OG0043706					Os11g0631825				
OG0043707									Zm00001eb383690_P001
OG0043708						SORBI_3010G144100			
OG0043709					Os02g0688201				
OG0043710						SORBI_3001G102000			
OG0043711									Zm00001eb265010_P001
OG0043712							TraesCS2D03G1314300.1		
OG0043713			Bradi4g33133.1.p						
OG0043714			Bradi1g59042.1.p						
OG0043715					Os08g0395700				
OG0043716									Zm00001eb001090_P001
OG0043717			Bradi1g46223.1.p						
OG0043718							TraesCS1A03G0793500.1		
OG0043719			Bradi2g05037.2.p						
OG0043720							TraesCS5A03G1288100.1		
OG0043721		AVESA.00018a.r1.2DG01589890.1							
OG0043722	AT3G12890.1								
OG0043723							TraesCS6D03G0192800.1		
OG0043724					Os10g0448200				
OG0043725							TraesCS6B03G1044900.1		
OG0043726				HORVU.MOREX.r3.3HG0282630.1					
OG0043727			Bradi1g20203.1.p						
OG0043728							TraesCS7D03G0136700.1		
OG0043729		AVESA.00018a.r1.2DG01587590.1							
OG0043730									Zm00001eb035620_P001
OG0043731							TraesCS5D03G0217100.1		
OG0043732		AVESA.00018a.r1.4DG03553930.4							
OG0043733						SORBI_3009G134832			
OG0043734					Os02g0769700				
OG0043735									Zm00001eb396720_P001
OG0043736								TRITD1Av1G166830.1	
OG0043737		AVESA.00018a.r1.2DG01486320.1							
OG0043738			Bradi3g19182.1.p						
OG0043739	AT2G07678.1								
OG0043740							TraesCS1A03G1001400.1		
OG0043741			Bradi3g06483.1.p						
OG0043742					Os12g0188566				
OG0043743					Os01g0571133				
OG0043744							TraesCS3B03G0443700.1		
OG0043745						SORBI_3001G290900			
OG0043746	AT1G44318.1								
OG0043747					Os03g0670900				
OG0043748					Os12g0229000				
OG0043749									Zm00001eb107740_P001
OG0043750		AVESA.00018a.r1.3AG01869390.1							
OG0043751						SORBI_3006G135550			
OG0043752							TraesCS4D03G0242000.1		
OG0043753							TraesCS3B03G0797800.2		
OG0043754		AVESA.00018a.r1.1CG00381580.1							
OG0043755			Bradi1g60104.1.p						
OG0043756			Bradi1g43116.1.p						
OG0043757						SORBI_3003G259000			
OG0043758								TRITD6Av1G009240.1	
OG0043759									Zm00001eb432860_P001
OG0043760					Os02g0666250				
OG0043761						SORBI_3009G091900			
OG0043762	AT4G17550.1								
OG0043763									Zm00001eb394170_P001
OG0043764			Bradi5g15055.1.p						
OG0043765						SORBI_3003G322466			
OG0043766								TRITD4Av1G141980.3	
OG0043767					Os11g0658300				
OG0043768					Os01g0674900				
OG0043769								TRITD5Bv1G104950.1	
OG0043770							TraesCS7A03G1053000.1		
OG0043771					Os08g0495932				
OG0043772					Os11g0540901				
OG0043773					Os06g0508700				
OG0043774	AT5G13565.1								
OG0043775							TraesCS7D03G0012000.1		
OG0043776			Bradi3g10413.1.p						
OG0043777		AVESA.00018a.r1.7AG05471460.1							
OG0043778		AVESA.00018a.r1.7CG05967590.1							
OG0043779									Zm00001eb405780_P001
OG0043780								TRITD3Bv1G041860.1	
OG0043781									Zm00001eb158210_P003
OG0043782		AVESA.00018a.r1.1DG00746880.1							
OG0043783							TraesCS3A03G0126600.1		
OG0043784		AVESA.00018a.r1.1AG00340090.1							
OG0043785		AVESA.00018a.r1.1CG00356510.1							
OG0043786						SORBI_3004G017950			
OG0043787					Os02g0613300				
OG0043788						SORBI_3006G272450			
OG0043789			Bradi3g38598.1.p						
OG0043790						SORBI_3005G110559			
OG0043791						SORBI_3004G101601			
OG0043792			Bradi3g17305.1.p						
OG0043793									Zm00001eb290590_P001
OG0043794							TraesCS7D03G0480500.1		
OG0043795									Zm00001eb134960_P001
OG0043796							TraesCS1D03G0998000.2		
OG0043797					Os04g0534166				
OG0043798						SORBI_3005G090200			
OG0043799			Bradi5g26363.1.p						
OG0043800							TraesCS5A03G1007800.2		
OG0043801					Os05g0271601				
OG0043802		AVESA.00018a.r1.2CG01464320.1							
OG0043803	AT4G05632.1								
OG0043804			Bradi3g20826.1.p						
OG0043805			Bradi3g02806.2.p						
OG0043806		AVESA.00018a.r1.3DG02392150.1							
