HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
N2.HOG0014579	OG0007665	n5						SORBI_3008G019350			Zm00001eb179440_P001
N2.HOG0014580	OG0007666	n0						SORBI_3003G000600			Zm00001eb118760_P003
N2.HOG0014581	OG0007667	n0						SORBI_3001G110900			Zm00001eb055540_P001, Zm00001eb216040_P001
N2.HOG0014582	OG0007668	n0						SORBI_3010G261200			Zm00001eb227760_P001
N2.HOG0014583	OG0007669	n0						SORBI_3009G190800			Zm00001eb292340_P001
N2.HOG0014584	OG0007670	n0						SORBI_3006G093900			Zm00001eb004800_P001, Zm00001eb081750_P001, Zm00001eb423310_P001
N2.HOG0014585	OG0007671	n0						SORBI_3004G158700			Zm00001eb242080_P001
N2.HOG0014586	OG0007672	n0						SORBI_3004G339600			Zm00001eb191680_P001, Zm00001eb258480_P001
N2.HOG0014587	OG0007673	n0						SORBI_3007G217600			Zm00001eb034030_P001, Zm00001eb107070_P001, Zm00001eb227290_P001
N2.HOG0014588	OG0007674	n0						SORBI_3004G213500			Zm00001eb247030_P001
N2.HOG0014589	OG0007675	n0						SORBI_3001G082600			Zm00001eb058020_P001, Zm00001eb214440_P001
N2.HOG0014590	OG0007676	n0						SORBI_3003G115100			Zm00001eb127630_P001, Zm00001eb333670_P003
N2.HOG0014591	OG0007677	n0						SORBI_3006G259201			Zm00001eb066870_P001, Zm00001eb433250_P001
N2.HOG0014592	OG0007678	n2						SORBI_3003G034300			Zm00001eb337410_P002
N2.HOG0014593	OG0007678	n13						SORBI_3009G072200			
N2.HOG0014594	OG0007679	n0						SORBI_3003G096100			Zm00001eb126130_P001
N2.HOG0014595	OG0007680	n3						SORBI_3006G281066			
N2.HOG0014596	OG0007680	n11						SORBI_3004G123600			Zm00001eb237440_P004
N2.HOG0014597	OG0007681	n0						SORBI_3004G272400			Zm00001eb187980_P001, Zm00001eb251490_P002
N2.HOG0014598	OG0007682	n0						SORBI_3010G008400			Zm00001eb379090_P001
N2.HOG0014599	OG0007683	n0						SORBI_3010G244200, SORBI_3008G176500			Zm00001eb134490_P005
N2.HOG0014600	OG0007684	n0						SORBI_3001G117200			Zm00001eb054830_P004, Zm00001eb216330_P001, Zm00001eb216350_P001
N2.HOG0014601	OG0007685	n0						SORBI_3002G332100			Zm00001eb106580_P001, Zm00001eb197770_P001, Zm00001eb323590_P001
N2.HOG0014602	OG0007686	n0						SORBI_3003G362200			Zm00001eb111040_P001, Zm00001eb318490_P001, Zm00001eb367000_P001
N2.HOG0014603	OG0007687	n0						SORBI_3001G039500			Zm00001eb062230_P001, Zm00001eb095170_P001, Zm00001eb122450_P002
N2.HOG0014604	OG0007688	n0						SORBI_3004G006700			Zm00001eb209770_P001, Zm00001eb229610_P003, Zm00001eb276310_P001, Zm00001eb378760_P001
N2.HOG0014605	OG0007689	n0						SORBI_3010G223200			Zm00001eb274190_P001, Zm00001eb389930_P004
N2.HOG0014606	OG0007690	n0						SORBI_3009G243900			Zm00001eb296790_P001, Zm00001eb344580_P001
N2.HOG0014607	OG0007691	n13						SORBI_3002G121800			Zm00001eb306230_P001
N2.HOG0014608	OG0007691	n14						SORBI_3006G143900			Zm00001eb426370_P001
N2.HOG0014609	OG0007692	n0						SORBI_3001G263600			Zm00001eb026810_P002
N2.HOG0014610	OG0007693	n0						SORBI_3003G104200			Zm00001eb126760_P001, Zm00001eb334230_P001
N2.HOG0014611	OG0007694	n0						SORBI_3003G397000			Zm00001eb143910_P001
N2.HOG0014612	OG0007695	n0						SORBI_3001G449600			Zm00001eb399590_P001
N2.HOG0014613	OG0007696	n0						SORBI_3006G261300			Zm00001eb066700_P001, Zm00001eb066720_P001, Zm00001eb066740_P001, Zm00001eb066750_P001, Zm00001eb066760_P001, Zm00001eb433400_P001
N2.HOG0014614	OG0007697	n0						SORBI_3004G347600, SORBI_3002G332750			Zm00001eb106630_P003, Zm00001eb323620_P001
N2.HOG0014615	OG0007698	n0						SORBI_3002G347000			Zm00001eb325000_P001, Zm00001eb325010_P001
N2.HOG0014616	OG0007699	n0						SORBI_3001G425300			Zm00001eb011950_P001, Zm00001eb397930_P001
N2.HOG0014617	OG0007700	n0						SORBI_3001G526300			Zm00001eb001710_P001, Zm00001eb403730_P001
N2.HOG0014618	OG0007701	n0						SORBI_3002G274800			Zm00001eb103480_P001, Zm00001eb319560_P001
N2.HOG0014619	OG0007702	n0						SORBI_3006G200600			Zm00001eb072050_P001, Zm00001eb430080_P001
N2.HOG0014620	OG0007703	n0						SORBI_3001G452000			Zm00001eb009060_P001
N2.HOG0014621	OG0007704	n0						SORBI_3005G228900			Zm00001eb091470_P003
N2.HOG0014622	OG0007705	n0						SORBI_3007G023400			Zm00001eb173490_P001, Zm00001eb261270_P002
N2.HOG0014623	OG0007706	n0						SORBI_3005G074100			Zm00001eb112600_P003, Zm00001eb168880_P001
N2.HOG0014624	OG0007707	n0						SORBI_3003G360200			Zm00001eb147630_P001, Zm00001eb367200_P001
N2.HOG0014625	OG0007708	n0						SORBI_3001G467000			Zm00001eb007810_P001, Zm00001eb400810_P001
N2.HOG0014626	OG0007709	n5						SORBI_3003G149300			Zm00001eb130600_P002
N2.HOG0014627	OG0007709	n6						SORBI_3002G286800			Zm00001eb320990_P001
N2.HOG0014628	OG0007710	n0						SORBI_3010G097400			Zm00001eb371950_P001
N2.HOG0014629	OG0007711	n0						SORBI_3003G338000			Zm00001eb058540_P001, Zm00001eb149540_P003, Zm00001eb368840_P006
N2.HOG0014630	OG0007712	n0						SORBI_3004G000500			Zm00001eb210150_P003
N2.HOG0014631	OG0007713	n0						SORBI_3009G200200			Zm00001eb293110_P003, Zm00001eb353280_P003
N2.HOG0014632	OG0007714	n8						SORBI_3002G379000			
N2.HOG0014633	OG0007714	n9						SORBI_3001G350600			Zm00001eb018980_P001, Zm00001eb392570_P002, Zm00001eb429460_P001
N2.HOG0014634	OG0007715	n0						SORBI_3007G034200, SORBI_3001G530400			Zm00001eb173050_P003, Zm00001eb416780_P002
N2.HOG0014635	OG0007716	n0						SORBI_3006G217800			Zm00001eb070520_P001, Zm00001eb431080_P001
N2.HOG0014636	OG0007717	n0						SORBI_3002G371500			
N2.HOG0014637	OG0007718	n0						SORBI_3007G017700			Zm00001eb173930_P001
N2.HOG0014638	OG0007719	n0						SORBI_3004G116800			Zm00001eb237910_P002
N2.HOG0014639	OG0007721	n0						SORBI_3006G175800, SORBI_3006G175900			Zm00001eb429310_P005
N2.HOG0014640	OG0007722	n0						SORBI_3004G019500			Zm00001eb230320_P001, Zm00001eb230370_P001, Zm00001eb230400_P001, Zm00001eb230460_P001
N2.HOG0014641	OG0007723	n0						SORBI_3001G296100			Zm00001eb023690_P001, Zm00001eb390970_P002
N2.HOG0014642	OG0007724	n0						SORBI_3003G155700			Zm00001eb131310_P002
N2.HOG0014643	OG0007725	n0						SORBI_3006G216800			Zm00001eb072100_P001, Zm00001eb081840_P001, Zm00001eb431070_P002
N2.HOG0014644	OG0007726	n0						SORBI_3009G135800			Zm00001eb287880_P002, Zm00001eb349530_P003
N2.HOG0014645	OG0007727	n0						SORBI_3002G398800			Zm00001eb000120_P001, Zm00001eb266450_P001, Zm00001eb329400_P001
N2.HOG0014646	OG0007728	n0						SORBI_3002G292900			Zm00001eb104480_P001, Zm00001eb320610_P003
N2.HOG0014647	OG0007729	n0						SORBI_3009G133500			Zm00001eb287690_P001, Zm00001eb349780_P001
N2.HOG0014648	OG0007730	n0						SORBI_3002G408000			Zm00001eb110930_P001
N2.HOG0014649	OG0007731	n0						SORBI_3010G189200, SORBI_3010G232700			Zm00001eb225250_P001, Zm00001eb349000_P001
N2.HOG0014650	OG0007732	n0						SORBI_3002G342000			Zm00001eb107130_P002, Zm00001eb324540_P001
N2.HOG0014651	OG0007733	n0						SORBI_3001G207700			Zm00001eb044820_P001, Zm00001eb221110_P002
N2.HOG0014652	OG0007734	n0						SORBI_3001G204200, SORBI_3005G055150			Zm00001eb044400_P001, Zm00001eb044470_P001
N2.HOG0014653	OG0007735	n0						SORBI_3008G013300			Zm00001eb163400_P001
N2.HOG0014654	OG0007736	n3						SORBI_3009G021900			Zm00001eb363750_P004
N2.HOG0014655	OG0007736	n4						SORBI_3003G412400			Zm00001eb142460_P003
N2.HOG0014656	OG0007737	n0						SORBI_3002G313000			Zm00001eb105690_P004, Zm00001eb322350_P003
N2.HOG0014657	OG0007738	n0						SORBI_3001G473400			Zm00001eb008370_P001, Zm00001eb401250_P001
N2.HOG0014658	OG0007739	n0						SORBI_3001G227500			Zm00001eb046550_P001, Zm00001eb222280_P001
N2.HOG0014659	OG0007740	n0						SORBI_3006G258900, SORBI_3004G253601			Zm00001eb066900_P001, Zm00001eb433230_P001
N2.HOG0014660	OG0007741	n0						SORBI_3007G145400			Zm00001eb040860_P003, Zm00001eb177100_P001
N2.HOG0014661	OG0007742	n0						SORBI_3001G183000			Zm00001eb049010_P001, Zm00001eb219720_P001, Zm00001eb417680_P001
N2.HOG0014662	OG0007743	n0						SORBI_3007G033200			Zm00001eb173080_P001, Zm00001eb416890_P001
N2.HOG0014663	OG0007744	n4						SORBI_3003G316200			Zm00001eb151530_P003
N2.HOG0014664	OG0007744	n5						SORBI_3005G177700			Zm00001eb167320_P003
N2.HOG0014665	OG0007745	n0						SORBI_3001G453900			Zm00001eb008830_P002, Zm00001eb400000_P001
N2.HOG0014666	OG0007746	n0						SORBI_3004G281700			Zm00001eb187280_P002
N2.HOG0014667	OG0007747	n0						SORBI_3008G038500			Zm00001eb406830_P005
N2.HOG0014668	OG0007748	n0						SORBI_3007G023100			Zm00001eb173520_P001, Zm00001eb261240_P001
N2.HOG0014669	OG0007749	n0						SORBI_3005G004600, SORBI_3008G004900			Zm00001eb025660_P001, Zm00001eb195020_P003
N2.HOG0014670	OG0007750	n0						SORBI_3001G518600			Zm00001eb164330_P001, Zm00001eb362010_P001
N2.HOG0014671	OG0007751	n0						SORBI_3003G084300, SORBI_3003G284500			Zm00001eb335330_P001
N2.HOG0014672	OG0007752	n0						SORBI_3003G417700			Zm00001eb142040_P001
N2.HOG0014673	OG0007753	n0						SORBI_3001G111500			Zm00001eb055460_P003, Zm00001eb216020_P002
N2.HOG0014674	OG0007754	n0						SORBI_3001G010600			Zm00001eb064600_P001
N2.HOG0014675	OG0007755	n0						SORBI_3008G186300			Zm00001eb134290_P001
N2.HOG0014676	OG0007756	n0						SORBI_3001G346300			Zm00001eb019350_P001, Zm00001eb392750_P001
N2.HOG0014677	OG0007757	n0						SORBI_3001G381500			Zm00001eb015990_P002, Zm00001eb395150_P003
N2.HOG0014678	OG0007758	n0						SORBI_3003G181700			Zm00001eb118570_P004, Zm00001eb162820_P001
N2.HOG0014679	OG0007759	n0						SORBI_3007G019501			Zm00001eb173700_P002, Zm00001eb260970_P001
N2.HOG0014680	OG0007760	n0						SORBI_3010G026700			Zm00001eb270040_P001
N2.HOG0014681	OG0007761	n0						SORBI_3001G172800			Zm00001eb219260_P001
N2.HOG0014682	OG0007762	n2						SORBI_3002G368000			Zm00001eb326960_P003
N2.HOG0014683	OG0007762	n13						SORBI_3001G336500			Zm00001eb020090_P004
N2.HOG0014684	OG0007763	n0						SORBI_3004G183200			Zm00001eb244200_P001
N2.HOG0014685	OG0007764	n0						SORBI_3010G125100, SORBI_3002G397900			Zm00001eb381110_P001
N2.HOG0014686	OG0007765	n0						SORBI_3001G441600			Zm00001eb010160_P002, Zm00001eb094780_P001, Zm00001eb094790_P001, Zm00001eb399110_P001
N2.HOG0014687	OG0007766	n0						SORBI_3004G124700			Zm00001eb237310_P001
N2.HOG0014688	OG0007767	n0						SORBI_3006G239000			Zm00001eb024000_P001, Zm00001eb068620_P001, Zm00001eb432020_P003
N2.HOG0014689	OG0007768	n0						SORBI_3003G237800			Zm00001eb158470_P002
N2.HOG0014690	OG0007769	n0						SORBI_3007G111500			Zm00001eb176730_P001, Zm00001eb412420_P005
N2.HOG0014691	OG0007770	n0						SORBI_3010G210500			Zm00001eb274990_P002, Zm00001eb388680_P001
N2.HOG0014692	OG0007771	n0						SORBI_3004G064600			Zm00001eb206650_P005
N2.HOG0014693	OG0007772	n3						SORBI_3009G047200			Zm00001eb268050_P003
N2.HOG0014694	OG0007772	n5						SORBI_3001G002000			
N2.HOG0014695	OG0007773	n0						SORBI_3006G212800			Zm00001eb070970_P001, Zm00001eb430750_P001
N2.HOG0014696	OG0007774	n0						SORBI_3008G167800			Zm00001eb031650_P001, Zm00001eb136040_P001
N2.HOG0014697	OG0007775	n0						SORBI_3001G073600			Zm00001eb059090_P001, Zm00001eb213750_P002
N2.HOG0014698	OG0007776	n12						SORBI_3004G035100			
N2.HOG0014699	OG0007776	n13						SORBI_3010G255300			Zm00001eb227320_P001
N2.HOG0014700	OG0007777	n0						SORBI_3010G254700			Zm00001eb227220_P001, Zm00001eb350040_P001
N2.HOG0014701	OG0007778	n0						SORBI_3006G037300			Zm00001eb087050_P001, Zm00001eb420360_P001
N2.HOG0014702	OG0007779	n0						SORBI_3009G170200			Zm00001eb250510_P001, Zm00001eb286620_P001, Zm00001eb286640_P002
N2.HOG0014703	OG0007780	n0						SORBI_3002G347900			Zm00001eb107370_P001
N2.HOG0014704	OG0007781	n0						SORBI_3003G273300			Zm00001eb155280_P001, Zm00001eb361200_P001
N2.HOG0014705	OG0007782	n0						SORBI_3001G208500			Zm00001eb044880_P002, Zm00001eb221090_P002
N2.HOG0014706	OG0007783	n0						SORBI_3001G431000			Zm00001eb011300_P001, Zm00001eb398230_P002
N2.HOG0014707	OG0007784	n0						SORBI_3005G080200			Zm00001eb169080_P001, Zm00001eb202490_P001, Zm00001eb260640_P001, Zm00001eb279560_P001, Zm00001eb412760_P001
N2.HOG0014708	OG0007785	n0						SORBI_3006G258300			Zm00001eb433180_P004
N2.HOG0014709	OG0007786	n0						SORBI_3004G192900			Zm00001eb183280_P002, Zm00001eb245240_P001
N2.HOG0014710	OG0007787	n10						SORBI_3003G415600, SORBI_3003G415700			Zm00001eb142290_P001
N2.HOG0014711	OG0007787	n12						SORBI_3003G415800			Zm00001eb142270_P001
N2.HOG0014712	OG0007787	n13						SORBI_3005G196400, SORBI_3007G134140, SORBI_3007G134180			
N2.HOG0014713	OG0007788	n0						SORBI_3007G110200			Zm00001eb028060_P004, Zm00001eb083960_P001, Zm00001eb135600_P001, Zm00001eb176850_P001, Zm00001eb320000_P001
N2.HOG0014714	OG0007789	n0						SORBI_3005G045200			Zm00001eb202140_P001
N2.HOG0014715	OG0007790	n0						SORBI_3001G437500			Zm00001eb010560_P003, Zm00001eb398680_P001
N2.HOG0014716	OG0007791	n0						SORBI_3006G254500, SORBI_3006G253200			Zm00001eb067350_P001, Zm00001eb432990_P002
N2.HOG0014717	OG0007792	n0						SORBI_3010G000500			Zm00001eb268360_P001, Zm00001eb379570_P002
N2.HOG0014718	OG0007793	n0						SORBI_3006G178100			Zm00001eb074060_P004
N2.HOG0014719	OG0007794	n0						SORBI_3002G288000			Zm00001eb104280_P003, Zm00001eb320910_P001
N2.HOG0014720	OG0007795	n0						SORBI_3002G290000			Zm00001eb320860_P001
N2.HOG0014721	OG0007796	n0						SORBI_3005G074500			Zm00001eb112580_P001, Zm00001eb168920_P002
N2.HOG0014722	OG0007797	n0						SORBI_3001G019300			Zm00001eb211030_P001
N2.HOG0014723	OG0007798	n0						SORBI_3003G374700			Zm00001eb145970_P001, Zm00001eb366390_P002
N2.HOG0014724	OG0007799	n0						SORBI_3009G225200			Zm00001eb295130_P002
N2.HOG0014725	OG0007800	n0						SORBI_3002G006600			Zm00001eb118240_P001, Zm00001eb298440_P001
N2.HOG0014726	OG0007801	n0						SORBI_3003G408600			Zm00001eb364080_P001, Zm00001eb364090_P002
N2.HOG0014727	OG0007802	n0						SORBI_3003G087600			Zm00001eb125520_P001, Zm00001eb335060_P001
N2.HOG0014728	OG0007803	n0						SORBI_3007G136100			Zm00001eb041600_P003, Zm00001eb179600_P003
N2.HOG0014729	OG0007804	n0						SORBI_3004G264800			Zm00001eb188590_P001, Zm00001eb252340_P001
N2.HOG0014730	OG0007805	n0						SORBI_3003G306300			Zm00001eb370300_P002
N2.HOG0014731	OG0007806	n0						SORBI_3002G385400			Zm00001eb328260_P001
N2.HOG0014732	OG0007807	n0						SORBI_3005G178300			Zm00001eb114970_P001
N2.HOG0014733	OG0007808	n0						SORBI_3001G103800			
N2.HOG0014734	OG0007809	n0						SORBI_3007G189800			Zm00001eb036970_P001
N2.HOG0014735	OG0007810	n0						SORBI_3001G191200			
N2.HOG0014736	OG0007811	n0						SORBI_3009G123500			Zm00001eb286990_P001, Zm00001eb347060_P001
N2.HOG0014737	OG0007812	n0						SORBI_3001G150800, SORBI_3002G180666			Zm00001eb052850_P002
N2.HOG0014738	OG0007813	n0						SORBI_3003G296300			Zm00001eb153330_P001, Zm00001eb370960_P001
N2.HOG0014739	OG0007814	n0						SORBI_3008G193200, SORBI_3004G347200			Zm00001eb133920_P001
N2.HOG0014740	OG0007815	n0						SORBI_3003G179400, SORBI_3009G076200			Zm00001eb347320_P001
N2.HOG0014741	OG0007816	n0						SORBI_3003G300400			Zm00001eb152750_P002, Zm00001eb370700_P001
N2.HOG0014742	OG0007817	n0						SORBI_3006G211800			Zm00001eb135420_P001, Zm00001eb430730_P001
N2.HOG0014743	OG0007818	n0						SORBI_3003G425100			Zm00001eb363090_P001
N2.HOG0014744	OG0007819	n0						SORBI_3001G425700			Zm00001eb011920_P002, Zm00001eb397950_P001
N2.HOG0014745	OG0007820	n0						SORBI_3007G054500			Zm00001eb415250_P001
N2.HOG0014746	OG0007821	n0						SORBI_3008G083200			Zm00001eb133640_P003, Zm00001eb411700_P002
N2.HOG0014747	OG0007822	n0						SORBI_3001G287600			Zm00001eb024330_P001, Zm00001eb390330_P002
N2.HOG0014748	OG0007823	n0						SORBI_3004G001800			
N2.HOG0014749	OG0007824	n5						SORBI_3001G264000			Zm00001eb026700_P001
N2.HOG0014750	OG0007824	n6						SORBI_3001G263900			Zm00001eb026710_P001
N2.HOG0014751	OG0007825	n0						SORBI_3007G011000			Zm00001eb260450_P001
N2.HOG0014752	OG0007826	n0						SORBI_3004G231400			Zm00001eb194120_P001, Zm00001eb255320_P001
N2.HOG0014753	OG0007828	n5						SORBI_3001G392500			Zm00001eb395810_P005
N2.HOG0014754	OG0007828	n6						SORBI_3006G157000			Zm00001eb015040_P001
N2.HOG0014755	OG0007829	n6						SORBI_3004G175200			Zm00001eb243570_P001
N2.HOG0014756	OG0007829	n7						SORBI_3010G254500			Zm00001eb227210_P001
N2.HOG0014757	OG0007831	n0						SORBI_3006G077200			Zm00001eb422260_P001, Zm00001eb422280_P001, Zm00001eb422320_P001, Zm00001eb422340_P001
N2.HOG0014758	OG0007832	n0						SORBI_3001G104800			Zm00001eb035950_P001, Zm00001eb056020_P001, Zm00001eb141580_P001
N2.HOG0014759	OG0007833	n0						SORBI_3002G143900			Zm00001eb307130_P001
N2.HOG0014760	OG0007834	n12						SORBI_3001G323300			Zm00001eb404670_P002
N2.HOG0014761	OG0007834	n13						SORBI_3001G468500			Zm00001eb007960_P005, Zm00001eb400970_P004
N2.HOG0014762	OG0007835	n0						SORBI_3004G143475			Zm00001eb203050_P001, Zm00001eb203070_P001, Zm00001eb203090_P002
N2.HOG0014763	OG0007836	n0						SORBI_3010G277900			Zm00001eb271770_P002
N2.HOG0014764	OG0007837	n0						SORBI_3002G166300			Zm00001eb098030_P002
N2.HOG0014765	OG0007838	n0						SORBI_3001G043400			Zm00001eb062010_P002
N2.HOG0014766	OG0007839	n0						SORBI_3006G259600, SORBI_3006G259700			Zm00001eb433310_P002
N2.HOG0014767	OG0007840	n0						SORBI_3003G423600			Zm00001eb141360_P002
N2.HOG0014768	OG0007841	n0						SORBI_3004G015300			Zm00001eb230170_P001
N2.HOG0014769	OG0007842	n0						SORBI_3002G320600			Zm00001eb106100_P002, Zm00001eb322820_P001
N2.HOG0014770	OG0007843	n0						SORBI_3002G322400			Zm00001eb106180_P002
N2.HOG0014771	OG0007844	n0						SORBI_3004G016700			Zm00001eb230260_P001
N2.HOG0014772	OG0007845	n0						SORBI_3001G454700			Zm00001eb008800_P002, Zm00001eb393780_P001, Zm00001eb400050_P001
N2.HOG0014773	OG0007846	n0						SORBI_3009G083300			Zm00001eb350510_P002
N2.HOG0014774	OG0007847	n0						SORBI_3003G006400			Zm00001eb339290_P001
N2.HOG0014775	OG0007848	n0						SORBI_3003G365700			Zm00001eb146990_P001, Zm00001eb366780_P001
N2.HOG0014776	OG0007849	n6									Zm00001eb098770_P001
N2.HOG0014777	OG0007849	n9						SORBI_3002G186966			
N2.HOG0014778	OG0007849	n11						SORBI_3002G187032			
N2.HOG0014779	OG0007850	n0						SORBI_3010G044800			Zm00001eb271150_P001, Zm00001eb376520_P002
N2.HOG0014780	OG0007851	n0						SORBI_3008G101600			Zm00001eb138200_P001
N2.HOG0014781	OG0007852	n0						SORBI_3007G127700, SORBI_3007G127900, SORBI_3005G020501			Zm00001eb042440_P001
N2.HOG0014782	OG0007853	n0						SORBI_3004G321000			Zm00001eb257130_P001, Zm00001eb311990_P001
N2.HOG0014783	OG0007854	n0						SORBI_3003G102600			Zm00001eb126650_P001, Zm00001eb334330_P001
N2.HOG0014784	OG0007855	n0						SORBI_3004G146500			Zm00001eb202950_P004, Zm00001eb241130_P002
N2.HOG0014785	OG0007856	n0						SORBI_3005G164900			Zm00001eb200470_P001
N2.HOG0014786	OG0007857	n0						SORBI_3008G033500			Zm00001eb164010_P002, Zm00001eb244210_P001
N2.HOG0014787	OG0007858	n0						SORBI_3003G030400			Zm00001eb120860_P001
N2.HOG0014788	OG0007859	n0						SORBI_3004G141400			Zm00001eb043190_P002, Zm00001eb082000_P001, Zm00001eb240920_P001
N2.HOG0014789	OG0007860	n0						SORBI_3001G069500			Zm00001eb059620_P002, Zm00001eb112470_P002, Zm00001eb213070_P001
N2.HOG0014790	OG0007861	n0						SORBI_3002G352600, SORBI_3008G129100			Zm00001eb137010_P001
N2.HOG0014791	OG0007862	n0						SORBI_3007G009400			Zm00001eb174170_P001
N2.HOG0014792	OG0007863	n0						SORBI_3002G399100			Zm00001eb110530_P003, Zm00001eb329440_P006
N2.HOG0014793	OG0007864	n2						SORBI_3004G241500			Zm00001eb254280_P001
N2.HOG0014794	OG0007864	n4						SORBI_3010G095800			
N2.HOG0014795	OG0007865	n0						SORBI_3004G077800			Zm00001eb209340_P001
N2.HOG0014796	OG0007866	n0						SORBI_3002G325200			Zm00001eb106290_P001, Zm00001eb323160_P001
N2.HOG0014797	OG0007867	n0						SORBI_3006G189400			Zm00001eb073100_P001
N2.HOG0014798	OG0007868	n0						SORBI_3004G352600			Zm00001eb259260_P001
N2.HOG0014799	OG0007869	n0						SORBI_3001G201000			Zm00001eb044090_P001, Zm00001eb220750_P002
N2.HOG0014800	OG0007870	n0						SORBI_3006G278500			Zm00001eb434370_P001
N2.HOG0014801	OG0007871	n0						SORBI_3004G349900			Zm00001eb191070_P004
N2.HOG0014802	OG0007872	n0						SORBI_3004G353000			Zm00001eb259290_P001
N2.HOG0014803	OG0007873	n0						SORBI_3007G016600			Zm00001eb260820_P001, Zm00001eb381060_P001, Zm00001eb381070_P001, Zm00001eb422930_P001
N2.HOG0014804	OG0007874	n0						SORBI_3003G127700, SORBI_3003G150000			Zm00001eb332940_P001
N2.HOG0014805	OG0007875	n0						SORBI_3009G124600			Zm00001eb287130_P002
N2.HOG0014806	OG0007876	n0						SORBI_3008G022000, SORBI_3004G269800, SORBI_3005G190800			Zm00001eb251860_P001
N2.HOG0014807	OG0007877	n0						SORBI_3003G404100			Zm00001eb143290_P001
N2.HOG0014808	OG0007878	n0						SORBI_3007G026300			Zm00001eb173350_P001, Zm00001eb261550_P001
N2.HOG0014809	OG0007879	n0						SORBI_3007G107900			Zm00001eb042850_P001, Zm00001eb170630_P001
N2.HOG0014810	OG0007880	n0						SORBI_3003G382900			Zm00001eb145240_P002
N2.HOG0014811	OG0007881	n4						SORBI_3010G223300			Zm00001eb389940_P002
N2.HOG0014812	OG0007881	n5						SORBI_3006G060000			Zm00001eb274200_P002
N2.HOG0014813	OG0007882	n4						SORBI_3003G200700			Zm00001eb357350_P001
N2.HOG0014814	OG0007882	n5						SORBI_3004G312200			Zm00001eb256230_P001
N2.HOG0014815	OG0007883	n3						SORBI_3005G132501			Zm00001eb411880_P002
N2.HOG0014816	OG0007883	n4						SORBI_3007G094400			Zm00001eb178030_P001
N2.HOG0014817	OG0007884	n0						SORBI_3003G085900			Zm00001eb125360_P001
N2.HOG0014818	OG0007885	n0						SORBI_3001G431500			Zm00001eb254880_P001, Zm00001eb398250_P001
N2.HOG0014819	OG0007886	n0						SORBI_3010G255900, SORBI_3003G212400			Zm00001eb161510_P001
N2.HOG0014820	OG0007887	n2						SORBI_3003G101000			Zm00001eb126380_P001
N2.HOG0014821	OG0007887	n4						SORBI_3010G138800			Zm00001eb281630_P001
N2.HOG0014822	OG0007888	n0						SORBI_3001G430000			Zm00001eb011370_P001, Zm00001eb398190_P001
